customer_id,recency,frequency,monetary,avg_day_diff,count_order,total_money,avg_totalMoney,transaksi_withOffer,rfm_cell_string,rfm_segment
6a71281072f7470785e859df21d3c2c5,1,1,1,198,2,7.4,3.7,NULL,1-1-1,Lost Costumer
875cc24b75544ba5adf81e64cec57d1b,1,1,1,198,3,11.62,3.87333333333333,NULL,1-1-1,Lost Costumer
690d6c1f6dc449d7bb71c1711800925a,1,1,3,198,3,60.52,20.1733333333333,3,1-1-3,Cannot Lose Them
d1dd09bdd7d34c07a0cd80402abfaed5,1,1,1,198,3,8.18,2.72666666666667,1,1-1-1,Lost Costumer
39c7d60098ba42f683cfb654e642ac2a,1,1,3,198,3,59.16,19.72,3,1-1-3,Cannot Lose Them
3e517aecc99e4a6caa35ab6253df51ff,1,1,2,198,2,19.05,9.525,NULL,1-1-2,Lost Costumer
66897badf9c641d1925af5fdbefe1308,1,1,1,198,1,1.01,1.01,NULL,1-1-1,Lost Costumer
04aa84f9a46a4920b70386c3fe60165d,1,1,3,198,2,60.28,30.14,2,1-1-3,Cannot Lose Them
8325ee2e90034acc83c5aa607b47d5d9,1,1,1,198,1,2.23,2.23,NULL,1-1-1,Lost Costumer
7b30262eef3d4ea69aa84fa09aee70ed,1,1,1,198,2,3.05,1.525,NULL,1-1-1,Lost Costumer
3cdf490843d244fead8d84dd2ab599df,1,1,1,198,2,16.04,8.02,NULL,1-1-1,Lost Costumer
1929135b8300410d879b00b07ffe2012,1,1,3,198,3,56.64,18.88,1,1-1-3,Cannot Lose Them
bd52aa1e72284ae69f476817c9989794,1,1,1,198,3,6.26,2.08666666666667,NULL,1-1-1,Lost Costumer
686c4f4215c34e9e97cabd991bfe3abf,1,1,2,198,2,41.4,20.7,1,1-1-2,Lost Costumer
a44656a90dc345f9a15a1a56aa5df1a7,1,1,2,198,1,22.95,22.95,1,1-1-2,Lost Costumer
a5650d514c3d470484f99c62bc4605e0,1,1,3,198,3,69.51,23.17,3,1-1-3,Cannot Lose Them
3874c70761894a869f17aadaaf97f014,1,1,2,198,2,30.04,15.02,NULL,1-1-2,Lost Costumer
79f39385e8324ae794b9d54c22c66aa8,1,1,3,198,3,61.66,20.5533333333333,3,1-1-3,Cannot Lose Them
e3b7b36ebe7d4ebf9a288599941cf9f6,1,1,3,196,3,67.93,22.6433333333333,NULL,1-1-3,Cannot Lose Them
a0a2329e4e9f439d8ed9f6a022806421,1,1,1,196,3,7.03,2.34333333333333,1,1-1-1,Lost Costumer
3004ddb762fe4b399a1839a648568095,1,1,3,196,3,71.18,23.7266666666667,1,1-1-3,Cannot Lose Them
caa100b2b89c42fb8871139c5d0f445f,1,1,1,196,3,8.68,2.89333333333333,NULL,1-1-1,Lost Costumer
8f4db7b3ffbf409fbf5185c266ae4630,1,1,3,196,3,79.89,26.63,1,1-1-3,Cannot Lose Them
65daaf0f413744789903a355d6370b9d,1,1,3,196,3,71.02,23.6733333333333,1,1-1-3,Cannot Lose Them
59fbfecd71ad41e08c10707d9855b104,1,1,3,196,3,56.5,18.8333333333333,3,1-1-3,Cannot Lose Them
71d9a96b20854903a5a393415ca43c6a,1,1,1,196,3,13.27,4.42333333333333,1,1-1-1,Lost Costumer
9a4ab5027e7a480dbaddecb9c06e8f2d,1,1,1,196,3,7.44,2.48,NULL,1-1-1,Lost Costumer
3859d1e1029149639e33ba3a33aa8748,1,1,3,196,3,62.92,20.9733333333333,2,1-1-3,Cannot Lose Them
c9ca9319c2fb451e998ad6325bcac419,1,1,1,196,3,4.31,1.43666666666667,NULL,1-1-1,Lost Costumer
04f59344d54947ed8aa82c25effc9487,1,1,1,196,3,6,2,NULL,1-1-1,Lost Costumer
721808c1895b400f9925d67aba485a62,1,1,1,196,3,7.67,2.55666666666667,NULL,1-1-1,Lost Costumer
8eecf3a6faf84c2d8ece8898c91c86b3,1,1,3,196,3,81.52,27.1733333333333,2,1-1-3,Cannot Lose Them
431c4c38270f43aba599470ac6ec0e7a,1,1,2,195,2,46,23,1,1-1-2,Lost Costumer
2d585be7e0224c54a6c5525f703a48c6,1,1,1,195,2,9.33,4.665,NULL,1-1-1,Lost Costumer
43ab1831aeb0431f98efd3578f14bf67,1,1,3,195,2,72.11,36.055,1,1-1-3,Cannot Lose Them
b187ddd72fe54e25b4d734bbb5ee535c,1,1,3,195,2,58.1,29.05,1,1-1-3,Cannot Lose Them
86471d9ea6ec4567919e24d693e52b87,1,1,3,195,2,52.59,26.295,1,1-1-3,Cannot Lose Them
8422ffcfcd22449d9fb004a0dd26aac9,1,1,2,195,2,24.1,12.05,1,1-1-2,Lost Costumer
b933a44abdc14d34ac88cc9af26cc0b0,1,1,1,195,2,5.84,2.92,NULL,1-1-1,Lost Costumer
906e1f701d7b4873881036d5bdc7c4ee,1,1,1,195,2,5.17,2.585,NULL,1-1-1,Lost Costumer
358ac3d8f34c424a88d08e18505b606b,1,1,1,195,2,3.33,1.665,1,1-1-1,Lost Costumer
888b4c8271d7405099787146343929e8,1,1,2,195,2,41.5,20.75,2,1-1-2,Lost Costumer
adad1a68bb674945ba10b71b3fd01592,1,1,2,195,2,47.19,23.595,1,1-1-2,Lost Costumer
980a16c52ebe4f13bf23f1d767c34886,1,1,1,195,2,2.13,1.065,NULL,1-1-1,Lost Costumer
fb6b0dba723f46f6bfb650bd97929aba,1,1,2,195,2,33.27,16.635,1,1-1-2,Lost Costumer
89db13f87ed64047b4242a5836d3db42,1,1,1,194,3,5.07,1.69,NULL,1-1-1,Lost Costumer
a604e3573abe41bdbfae36485b9992b8,1,1,1,194,3,10.87,3.62333333333333,NULL,1-1-1,Lost Costumer
ebc31ceffdfc40d6979efe6eef074a58,1,1,3,194,3,56.71,18.9033333333333,1,1-1-3,Cannot Lose Them
2b484f47c647418898a58835c3b8e207,1,1,2,194,3,42.53,14.1766666666667,1,1-1-2,Lost Costumer
a77fe54374624f0f8413ff1d2d8a3edd,1,1,3,194,3,88.76,29.5866666666667,3,1-1-3,Cannot Lose Them
e7cbe5527b05443c8ef64549cbd09b30,1,1,1,194,3,3.5,1.16666666666667,NULL,1-1-1,Lost Costumer
ece9045782cc41118d65b229e459a79d,1,1,1,194,3,15.46,5.15333333333333,1,1-1-1,Lost Costumer
88baa20c29a94178a43a7d68e5f039d4,1,1,3,194,3,60.25,20.0833333333333,1,1-1-3,Cannot Lose Them
65df8f20c8d94f7284c6e94556320a11,1,1,3,194,3,69.97,23.3233333333333,2,1-1-3,Cannot Lose Them
dc7aa18c5c934408a988dde8a29b8f27,1,1,3,194,3,63.41,21.1366666666667,1,1-1-3,Cannot Lose Them
4786c65ce3d944c09d1562bf9363541a,1,1,2,192,2,33.93,16.965,NULL,1-1-2,Lost Costumer
040b2e6d3e914d609f6764b34b5a3a88,1,1,3,192,3,84.37,28.1233333333333,2,1-1-3,Cannot Lose Them
3622ea602ea242a68bf3bf73df66bbb9,1,1,2,192,2,46.28,23.14,1,1-1-2,Lost Costumer
f89b838f0225472fa5d191e25778f8e4,1,1,1,192,2,17.98,8.99,NULL,1-1-1,Lost Costumer
f37e5fb31b894ab58fbbaae0e6d1f912,1,1,3,192,2,51.5,25.75,2,1-1-3,Cannot Lose Them
8067654a47084fcfb911ef14a4f46ba7,1,1,1,192,3,9.16,3.05333333333333,NULL,1-1-1,Lost Costumer
080fc5e11b2a4dbeb88e1ffa952cb638,1,1,3,192,2,48.83,24.415,1,1-1-3,Cannot Lose Them
c0eda515b67c4aa99ca289db36cd0f3e,1,1,1,192,1,10.76,10.76,1,1-1-1,Lost Costumer
98013dc9ce0345959cfbba2f87d5b02b,1,1,3,192,3,59.78,19.9266666666667,2,1-1-3,Cannot Lose Them
b7e216b6472b46648272c29a52a86702,1,1,3,192,3,80.52,26.84,3,1-1-3,Cannot Lose Them
4cf4752a514e458192cbc49a4577f6e3,1,1,3,192,3,58.96,19.6533333333333,2,1-1-3,Cannot Lose Them
68a3a01d31064af1aee2925064e99a3e,1,1,3,192,3,91.02,30.34,NULL,1-1-3,Cannot Lose Them
91822a0b4815413a82199d25c7293fc7,1,1,1,192,3,4.22,1.40666666666667,NULL,1-1-1,Lost Costumer
a77148314c374f5b9ca103d20d4a7c0f,1,1,3,192,3,76.4,25.4666666666667,2,1-1-3,Cannot Lose Them
2ec402c33fb34f42a2b16a6abcb34936,1,1,1,192,2,2,1,NULL,1-1-1,Lost Costumer
6443155ea95d4ee3afb60fbfbe6d2d73,1,1,2,192,3,39.83,13.2766666666667,NULL,1-1-2,Lost Costumer
a0899ec8221b4e37825a350b2179534c,1,1,2,192,3,40.04,13.3466666666667,1,1-1-2,Lost Costumer
f56d6ab254de4944ab80622884fa1d4d,1,1,2,192,2,45.72,22.86,1,1-1-2,Lost Costumer
e63da783159f44e6939c5971be40bd3a,1,1,1,192,2,2.76,1.38,NULL,1-1-1,Lost Costumer
864cf7e991de4c7eb39c3f2936342bb9,1,1,1,192,3,7.36,2.45333333333333,1,1-1-1,Lost Costumer
6eedf99e00464397b518a54ee6ebe0e6,1,1,3,192,2,49.93,24.965,2,1-1-3,Cannot Lose Them
c7c576f3711d48c6856abe45f952a8f5,1,1,3,192,3,69.03,23.01,2,1-1-3,Cannot Lose Them
57bf3a38bbbb4c299c4072519a279b3b,1,1,1,192,1,14.5,14.5,NULL,1-1-1,Lost Costumer
ee16ef05038741e78bd9b8462c80d34f,1,1,1,192,2,7.21,3.605,NULL,1-1-1,Lost Costumer
faeded6115f34aa6a608b2cbe7b6f39b,1,1,1,192,3,4.66,1.55333333333333,1,1-1-1,Lost Costumer
89ea78d702ef425e8802f4dbfc4790f0,1,1,2,192,3,44.87,14.9566666666667,2,1-1-2,Lost Costumer
cf8ef0d0430f4dd7a869f2eef126d39e,1,1,1,192,3,7.17,2.39,NULL,1-1-1,Lost Costumer
437d60b0eb6c43fdb874df11231f4198,1,1,2,192,3,47.08,15.6933333333333,1,1-1-2,Lost Costumer
db1a497fb42b47c5ba22bfa8fbf0dc5d,1,1,3,192,3,94.03,31.3433333333333,1,1-1-3,Cannot Lose Them
3676a7a0cb7c40ab98ab010e3f15ef89,1,1,1,192,3,8.48,2.82666666666667,NULL,1-1-1,Lost Costumer
a2581535c17747378c5c34d3a5775e88,1,1,1,192,2,6.29,3.145,1,1-1-1,Lost Costumer
0aad47034065492095f29d3a6003c9f2,1,1,3,192,3,50.09,16.6966666666667,1,1-1-3,Cannot Lose Them
8dcb36c5d140499a91f4421db75042f9,1,1,3,192,3,53.15,17.7166666666667,2,1-1-3,Cannot Lose Them
cb52720b765541b39caa1b7401efcb6e,1,1,1,192,2,11.27,5.635,1,1-1-1,Lost Costumer
56163abfe5a848debe17c970e7f0c2d1,1,1,2,192,2,32.78,16.39,1,1-1-2,Lost Costumer
2a978956672a456480361cd568298185,1,1,3,192,3,97.47,32.49,2,1-1-3,Cannot Lose Them
4409c9f2144b4599b4a8cffba0dc903f,1,1,2,192,2,35.6,17.8,1,1-1-2,Lost Costumer
a88176d822694033a0a77c5fe9f75fa7,1,1,3,192,3,51.13,17.0433333333333,1,1-1-3,Cannot Lose Them
e92ad85ed4584fe89e569bba4ca2aff7,1,1,2,192,1,35.67,35.67,1,1-1-2,Lost Costumer
a00f336a2d544eeca1410c56fe80891b,1,1,3,192,2,51.82,25.91,2,1-1-3,Cannot Lose Them
aaa997c6872b44b4a82a21d998c087c8,1,1,1,192,1,2.98,2.98,NULL,1-1-1,Lost Costumer
65e595b8049a4c7b9911e09e52ee5f89,1,1,2,190,3,38.64,12.88,NULL,1-1-2,Lost Costumer
295b2fae25c2477bba8d22d6e41ede2d,1,1,2,190,3,33.69,11.23,3,1-1-2,Lost Costumer
1806c09a830840f9983b0443f687a4ba,1,1,1,190,3,4.8,1.6,NULL,1-1-1,Lost Costumer
83168b0328154e1e8219da9488f2dc7c,1,1,1,190,3,6.99,2.33,1,1-1-1,Lost Costumer
bf53544c639d4f098e89adf4643f9d73,1,1,3,190,3,73.22,24.4066666666667,1,1-1-3,Cannot Lose Them
14c4f0dfa9074925a904d66ab61b9ee6,1,1,1,190,3,11.53,3.84333333333333,NULL,1-1-1,Lost Costumer
b351d64b3bcb4b3798e509db5d94666c,1,1,3,190,3,64.37,21.4566666666667,1,1-1-3,Cannot Lose Them
608ca8124fef4fdd876899bc3df4d072,1,1,3,190,3,68.78,22.9266666666667,2,1-1-3,Cannot Lose Them
5ea46e14782047beb43f7b2a26e7d4e6,1,1,3,190,3,67.01,22.3366666666667,NULL,1-1-3,Cannot Lose Them
2cb270bb65c04a3c8af51fcdb47f3388,1,1,1,190,3,13.84,4.61333333333333,1,1-1-1,Lost Costumer
8d1e56c804e140fca2c001caf65d3eaa,1,1,1,190,3,8.98,2.99333333333333,NULL,1-1-1,Lost Costumer
d1333b7b8e064c8784453a9963d6f4cb,1,1,1,190,3,7.37,2.45666666666667,NULL,1-1-1,Lost Costumer
6bd2abed3d9e42b6aea077de959b4198,1,1,1,190,3,17.17,5.72333333333333,NULL,1-1-1,Lost Costumer
ab085dfb81654d2aa6f173e1dd662d59,1,1,1,189,2,6.31,3.155,1,1-1-1,Lost Costumer
a67060333adb4e4aa700c015850e2002,1,1,3,189,2,57.35,28.675,2,1-1-3,Cannot Lose Them
6103ebe6617f40c19295e9f2c88868d6,1,1,2,189,2,43.76,21.88,2,1-1-2,Lost Costumer
467f071abbdd4c98862b90d00c0a630b,1,1,3,189,2,59.18,29.59,2,1-1-3,Cannot Lose Them
e791cf28bcb14311a8ecd7eae7d3e6a7,1,1,1,189,2,9.06,4.53,1,1-1-1,Lost Costumer
60f5adf150c7473b96b25438a7bdf70b,1,1,1,189,2,6.4,3.2,1,1-1-1,Lost Costumer
f8c45b7197e2414dac38c6f36f4d492f,1,1,2,189,2,46.7,23.35,1,1-1-2,Lost Costumer
bc79e215f22743698d0ff7c97a4c3f0c,1,1,1,189,2,4.17,2.085,1,1-1-1,Lost Costumer
72a6687fa7f0480bb1df59c8325b66b6,1,1,1,189,2,13.84,6.92,NULL,1-1-1,Lost Costumer
01925607d99c460996c281f17cdbb9e2,1,1,3,189,2,54.62,27.31,2,1-1-3,Cannot Lose Them
24ffb1b73fcc4f6bba82a9354eaf7744,1,1,1,188,3,6.81,2.27,NULL,1-1-1,Lost Costumer
b098f5e352d84c448a0989030bdece0d,1,1,1,188,3,11.41,3.80333333333333,1,1-1-1,Lost Costumer
0e1bcbaa5ca64055a1ebc360886b1c17,1,1,3,188,3,85.12,28.3733333333333,2,1-1-3,Cannot Lose Them
0f54094029ca4107bfd36203aeb3ed14,1,1,2,188,3,33.07,11.0233333333333,1,1-1-2,Lost Costumer
3b3ae55adad84178bbce0728975906ac,1,1,1,188,3,2.71,0.903333333333333,NULL,1-1-1,Lost Costumer
3673655033ee4bf782a1440da5617064,1,1,2,188,3,39.22,13.0733333333333,1,1-1-2,Lost Costumer
985cee18d3924059afd7b8885a5f0702,1,1,2,188,3,47.46,15.82,1,1-1-2,Lost Costumer
cb47e296ba87499b98445d2d1b8b5e52,1,1,1,188,3,7.1,2.36666666666667,NULL,1-1-1,Lost Costumer
f0ffaed9279946f1bc29614a234f1ee1,1,1,1,188,3,2.03,0.676666666666667,NULL,1-1-1,Lost Costumer
23cac9b547fe47048c0fe8ac758dc7a7,1,1,2,188,3,32.36,10.7866666666667,NULL,1-1-2,Lost Costumer
b8a1911efeae48e58762b98395014a8c,1,1,3,188,3,71.03,23.6766666666667,2,1-1-3,Cannot Lose Them
af4919b9f0f04ec889c274703535c746,1,1,1,188,3,6.86,2.28666666666667,NULL,1-1-1,Lost Costumer
1cf1fe1505544d9a9b81ca6fa287101a,1,1,3,188,3,87.21,29.07,NULL,1-1-3,Cannot Lose Them
2eb1f939e4e44b11b753af7c44aa6f7f,1,1,1,188,3,13.26,4.42,NULL,1-1-1,Lost Costumer
0a2d08c3970c4d2181711b61f4f9cb31,1,1,3,188,3,68.96,22.9866666666667,1,1-1-3,Cannot Lose Them
10c4dfe0dd3940a4bc00b19c3e750764,1,1,2,188,3,29.97,9.99,1,1-1-2,Lost Costumer
15ae7f0b5e9e4ca9bea76bd42644e0b2,1,1,1,188,3,9.06,3.02,NULL,1-1-1,Lost Costumer
94c9461e773e45a5be036e674bd6e201,1,1,1,188,3,5.92,1.97333333333333,NULL,1-1-1,Lost Costumer
c081384f13c441d38583a0f9fa0f3c25,1,1,1,186,3,4.53,1.51,NULL,1-1-1,Lost Costumer
c6f2c33d6e16447daa1ed0f5ac2e598c,1,1,2,186,3,46.08,15.36,NULL,1-1-2,Lost Costumer
927ef2068ee24a5ca4002106b2864291,1,1,2,186,2,37.91,18.955,2,1-1-2,Lost Costumer
54eaf9f5ddc04ce6a91d8385bb0a8d17,1,1,1,186,3,11.59,3.86333333333333,NULL,1-1-1,Lost Costumer
9fa8ee92f21e425ca26519b84d513c70,1,1,3,186,3,56.77,18.9233333333333,2,1-1-3,Cannot Lose Them
e18df1641cb14c7c90aa28e6a6350f5c,1,1,2,186,3,46.12,15.3733333333333,1,1-1-2,Lost Costumer
6671bb69613249e595e42e0594444789,1,1,1,186,2,9.06,4.53,1,1-1-1,Lost Costumer
4b87d49921244410b007ad6af8c90096,1,1,2,186,2,47.57,23.785,2,1-1-2,Lost Costumer
8c843138f8d642da9bec4370e87c38d9,1,1,2,186,2,47.22,23.61,1,1-1-2,Lost Costumer
2a220eacc6ea40d2981780d0bb7a058a,1,1,1,186,1,0.53,0.53,NULL,1-1-1,Lost Costumer
dfec7270ef1d49f2af2ec67306f7ab4a,1,1,2,186,2,34.27,17.135,NULL,1-1-2,Lost Costumer
42a5a6e8af08402db9ce09603c856a5d,1,1,3,186,3,50.08,16.6933333333333,NULL,1-1-3,Cannot Lose Them
45894d525a1240919347e335d25d76a8,1,1,2,186,1,24.78,24.78,1,1-1-2,Lost Costumer
2afd6f11beba4470bdb8cc4cca19cec2,1,1,1,186,3,15.95,5.31666666666667,1,1-1-1,Lost Costumer
c8586ab235a84a34b51ae3cc47920cab,1,1,3,186,3,78.55,26.1833333333333,NULL,1-1-3,Cannot Lose Them
f03641016837418d96f690026f571d57,1,1,1,186,1,9.8,9.8,NULL,1-1-1,Lost Costumer
ca3e04a5fbd54c1a88666cc50b2a3ff9,1,1,3,186,3,48.93,16.31,2,1-1-3,Cannot Lose Them
1b978feee51d4afe83ecde1ae78907cc,1,1,2,186,1,25.12,25.12,NULL,1-1-2,Lost Costumer
192e253ecece40778a40ddc4aec12b1c,1,1,3,186,2,61.59,30.795,2,1-1-3,Cannot Lose Them
2eac364f988e474ba0a4fd9b905ee220,1,1,2,186,2,47.5,23.75,2,1-1-2,Lost Costumer
422631a65e9242009e76974de2e350d3,1,1,3,186,3,59.21,19.7366666666667,2,1-1-3,Cannot Lose Them
373e42d973c04afb80cef6763b7fe6eb,1,1,3,186,3,84.08,28.0266666666667,1,1-1-3,Cannot Lose Them
5433b75812d94a7faf79c6b81a10c506,1,1,3,186,2,52.94,26.47,2,1-1-3,Cannot Lose Them
1365260bd9584dd49b91e6b650915e7e,1,1,1,186,1,2.32,2.32,NULL,1-1-1,Lost Costumer
7f872e820d574862bfb79fdb3b2da602,1,1,3,186,3,72.4,24.1333333333333,1,1-1-3,Cannot Lose Them
061afeca89524537b960b57b0a609533,1,1,3,186,3,49.83,16.61,1,1-1-3,Cannot Lose Them
ea52d7daded34e01b66e230f85e27b84,1,1,2,186,2,39.99,19.995,NULL,1-1-2,Lost Costumer
fb7084e88a3540ecb7687ed9f660d6eb,1,1,2,186,2,22.31,11.155,1,1-1-2,Lost Costumer
70f8c587fcf9433b8ca366eaf480f814,1,1,3,186,3,83.69,27.8966666666667,1,1-1-3,Cannot Lose Them
eb6159cee95247c5b6a382415faa027e,1,1,3,186,3,63.73,21.2433333333333,1,1-1-3,Cannot Lose Them
7b1e090edcd34615a6063d21dd90c7dd,1,1,1,186,2,4.81,2.405,NULL,1-1-1,Lost Costumer
5f74c613b57747988d01acb6006dbc7f,1,1,3,186,2,55.55,27.775,NULL,1-1-3,Cannot Lose Them
2055789c04024c25b7768b265ff91ac0,1,1,1,186,3,9.48,3.16,NULL,1-1-1,Lost Costumer
0d3451dbd862480caf1f408154c18887,1,1,1,186,1,0.29,0.29,NULL,1-1-1,Lost Costumer
0d15aeb66e044f26b1a50c678cef7fe4,1,1,3,184,3,52.33,17.4433333333333,1,1-1-3,Cannot Lose Them
0f206ff4e35445f2b20d9d6f48ea7e2a,1,1,1,184,3,6.32,2.10666666666667,1,1-1-1,Lost Costumer
dce09fd909a6454d8da76acab4b4f06f,1,1,2,184,3,46.9,15.6333333333333,1,1-1-2,Lost Costumer
875ee9ed0b014865aea69a3157bbb4aa,1,1,2,184,3,47.32,15.7733333333333,1,1-1-2,Lost Costumer
d9cf4f23008e437a8e8b459b312811bb,1,1,3,184,3,83.98,27.9933333333333,1,1-1-3,Cannot Lose Them
1f59796079a04371b380b2fbf2be6f73,1,1,1,184,3,11.45,3.81666666666667,1,1-1-1,Lost Costumer
b070360c5c3d4fec976a188a6972aa08,1,1,1,184,3,10.02,3.34,NULL,1-1-1,Lost Costumer
5835a7842e97470daa32e6dbd3006e8e,1,1,2,184,3,45.37,15.1233333333333,NULL,1-1-2,Lost Costumer
ceedc974c26147dfa1190aa4148d3065,1,1,3,184,3,60.68,20.2266666666667,2,1-1-3,Cannot Lose Them
a38d0193a34a45dabbc0daab567cb670,1,1,2,184,3,46.58,15.5266666666667,1,1-1-2,Lost Costumer
fccd11b940f64f2ea0408127a2d19f9a,1,1,1,184,3,13.39,4.46333333333333,NULL,1-1-1,Lost Costumer
d058f73bf8674a26a95227db098147b1,1,1,3,184,3,75.62,25.2066666666667,2,1-1-3,Cannot Lose Them
4e44f82e6e1f437d9889fbff180e69f2,1,1,1,184,3,6.31,2.10333333333333,NULL,1-1-1,Lost Costumer
297b3345329e48958386be1e8086e99f,1,1,2,184,3,42.74,14.2466666666667,2,1-1-2,Lost Costumer
a85bfafef1214b86a1ecb57fca38f0ae,1,1,1,184,3,4.05,1.35,1,1-1-1,Lost Costumer
0873c38c2c804bc18f5559e4531f2068,1,1,1,184,3,13.1,4.36666666666667,NULL,1-1-1,Lost Costumer
aa1040ba62c84d269de080f3229a4603,1,1,3,184,3,81.51,27.17,1,1-1-3,Cannot Lose Them
6cf51740b6e94bd09e738b70f3d6c1c8,1,1,3,184,3,49.96,16.6533333333333,1,1-1-3,Cannot Lose Them
a1bd64f89836452ca3cd5254de93c7de,1,1,3,184,3,65.14,21.7133333333333,2,1-1-3,Cannot Lose Them
4e31b61bc1514801aac0dce9920ef365,1,1,2,183,2,33.32,16.66,2,1-1-2,Lost Costumer
beac80ebf5c84f278be6412ee2b52ddd,1,1,2,183,2,39.78,19.89,2,1-1-2,Lost Costumer
06e25a9a59f046de9aba0aa367613681,1,1,1,183,2,8.04,4.02,NULL,1-1-1,Lost Costumer
